cat,date,oil
20,1988-01-18,50
20,1988-01-19,50
20,1988-01-20,50
20,1988-01-21,50
20,1988-01-22,50
20,1988-01-23,50
20,1988-01-24,50
20,1988-01-25,50
20,1988-01-26,50
20,1988-01-27,50
20,1988-01-28,50
20,1988-01-29,50
20,1988-01-30,50
20,1988-01-31,50
20,1988-02-01,50
20,1988-02-02,50
20,1988-02-03,50
20,1988-02-04,50
20,1988-02-05,50
20,1988-02-06,50
20,1988-02-07,50
20,1988-02-08,50
20,1988-02-09,50
20,1988-02-10,50
20,1988-02-11,50
20,1988-02-12,50
20,1988-02-13,50
20,1988-02-14,50
20,1988-02-15,50
20,1988-02-16,50
20,1988-02-17,50
20,1988-02-18,50
20,1988-02-19,50
20,1988-02-20,50
20,1988-02-21,50
20,1988-02-22,50
20,1988-02-23,50
20,1988-02-24,50
20,1988-02-25,50
20,1988-02-26,50
20,1988-02-27,50
20,1988-02-28,50
20,1988-02-29,50
20,1988-03-01,50
20,1988-03-02,50
20,1988-03-03,50
20,1988-03-04,50
20,1988-03-05,50
20,1988-03-06,50
20,1988-03-07,50
20,1988-03-08,50
20,1988-03-09,50
20,1988-03-10,50
20,1988-03-11,50
20,1988-03-12,50
20,1988-03-13,50
20,1988-03-14,50
20,1988-03-15,50
20,1988-03-16,50
20,1988-03-17,50
20,1988-03-18,50
20,1988-03-19,50
20,1988-03-20,50
20,1988-03-21,50
21,1987-11-02,50
21,1987-11-03,50
21,1987-11-04,50
21,1987-11-05,50
21,1987-11-06,50
21,1987-11-07,50
21,1987-11-08,50
21,1987-11-09,50
21,1987-11-10,50
21,1987-11-11,50
21,1987-11-12,50
21,1987-11-13,50
21,1987-11-14,50
21,1987-11-15,50
21,1987-11-16,50
21,1987-11-17,50
21,1987-11-18,50
21,1987-11-19,50
21,1987-11-20,50
21,1987-11-21,50
21,1987-11-22,50
21,1987-11-23,50
21,1987-11-24,50
21,1987-11-25,50
21,1987-11-26,50
21,1987-11-27,50
21,1987-11-28,50
21,1987-11-29,50
21,1987-11-30,50
21,1987-12-01,50
21,1987-12-02,50
21,1987-12-03,50
21,1987-12-04,50
21,1987-12-05,50
21,1987-12-06,50
21,1987-12-07,50
21,1987-12-08,50
21,1987-12-09,50
21,1987-12-10,50
21,1987-12-11,50
21,1987-12-12,50
21,1987-12-13,50
21,1987-12-14,50
21,1987-12-15,50
21,1987-12-16,50
21,1987-12-17,50
21,1987-12-18,50
21,1987-12-19,50
21,1987-12-20,50
21,1987-12-21,50
21,1987-12-22,50
21,1987-12-23,50
21,1987-12-24,50
21,1987-12-25,50
21,1987-12-26,50
21,1987-12-27,50
21,1987-12-28,50
21,1987-12-29,50
21,1987-12-30,50
21,1987-12-31,50
21,1988-01-01,50
21,1988-01-02,50
21,1988-01-03,50
21,1988-01-04,50
21,1988-01-05,50
21,1988-01-06,50
21,1988-01-07,50
21,1988-01-08,50
21,1988-01-09,50
21,1988-01-10,50
21,1988-01-11,50
21,1988-01-12,50
21,1988-01-13,50
21,1988-01-14,50
21,1988-01-15,50
21,1988-01-16,50
21,1988-01-17,50
21,1988-01-18,50
21,1988-01-19,50
21,1988-01-20,50
21,1988-01-21,50
21,1988-01-22,50
21,1988-01-23,50
21,1988-01-24,50
21,1988-01-25,50
21,1988-01-26,50
21,1988-01-27,50
21,1988-01-28,50
21,1988-01-29,50
22,1987-08-11,50
22,1987-08-12,50
22,1987-08-13,50
22,1987-08-14,50
22,1987-08-15,50
22,1987-08-16,50
22,1987-08-17,50
22,1987-08-18,50
22,1987-08-19,50
22,1987-08-20,50
22,1987-08-21,50
22,1987-08-22,50
22,1987-08-23,50
22,1987-08-24,50
22,1987-08-25,50
22,1987-08-26,50
22,1987-08-27,50
22,1987-08-28,50
22,1987-08-29,50
22,1987-08-30,50
22,1987-08-31,50
22,1987-09-01,50
22,1987-09-02,50
22,1987-09-03,50
22,1987-09-04,50
22,1987-09-05,50
22,1987-09-06,50
22,1987-09-07,50
22,1987-09-08,50
22,1987-09-09,50
22,1987-09-10,50
22,1987-09-11,50
22,1987-09-12,50
22,1987-09-13,50
22,1987-09-14,50
22,1987-09-15,50
22,1987-09-16,50
22,1987-09-17,50
22,1987-09-18,50
22,1987-09-19,50
22,1987-09-20,50
22,1987-09-21,50
22,1987-09-22,50
22,1987-09-23,50
22,1987-09-24,50
22,1987-09-25,50
22,1987-09-26,50
22,1987-09-27,50
22,1987-09-28,50
22,1987-09-29,50
22,1987-09-30,50
22,1987-10-01,50
22,1987-10-02,50
22,1987-10-03,50
22,1987-10-04,50
22,1987-10-05,50
22,1987-10-06,50
22,1987-10-07,50
22,1987-10-08,50
22,1987-10-09,50
22,1987-10-10,50
22,1987-10-11,50
22,1987-10-12,50
22,1987-10-13,50
22,1987-10-14,50
22,1987-10-15,50
22,1987-10-16,50
22,1987-10-17,50
22,1987-10-18,50
22,1987-10-19,50
22,1987-10-20,50
22,1987-10-21,50
22,1987-10-22,50
22,1987-10-23,50
22,1987-10-24,50
22,1987-10-25,50
22,1987-10-26,50
22,1987-10-27,50
22,1987-10-28,50
22,1987-10-29,50
22,1987-10-30,50
22,1987-10-31,50
22,1987-11-01,50
22,1987-11-02,50
22,1987-11-03,50
22,1987-11-04,50
22,1987-11-05,50
22,1987-11-06,50
22,1987-11-07,50
23,1988-09-15,50
23,1988-09-16,50
23,1988-09-17,50
23,1988-09-18,50
23,1988-09-19,50
23,1988-09-20,50
23,1988-09-21,50
23,1988-09-22,50
23,1988-09-23,50
23,1988-09-24,50
23,1988-09-25,50
23,1988-09-26,50
23,1988-09-27,50
23,1988-09-28,50
23,1988-09-29,50
23,1988-09-30,50
23,1988-10-01,50
23,1988-10-02,50
23,1988-10-03,50
23,1988-10-04,50
23,1988-10-05,50
23,1988-10-06,50
23,1988-10-07,50
23,1988-10-08,50
23,1988-10-09,50
23,1988-10-10,50
23,1988-10-11,50
23,1988-10-12,50
23,1988-10-13,50
23,1988-10-14,50
23,1988-10-15,50
23,1988-10-16,50
23,1988-10-17,50
23,1988-10-18,50
23,1988-10-19,50
23,1988-10-20,50
23,1988-10-21,50
23,1988-10-22,50
23,1988-10-23,50
23,1988-10-24,50
23,1988-10-25,50
23,1988-10-26,50
23,1988-10-27,50
23,1988-10-28,50
23,1988-10-29,50
23,1988-10-30,50
23,1988-10-31,50
23,1988-11-01,50
23,1988-11-02,50
23,1988-11-03,50
23,1988-11-04,50
23,1988-11-05,50
23,1988-11-06,50
23,1988-11-07,50
23,1988-11-08,50
23,1988-11-09,50
23,1988-11-10,50
23,1988-11-11,50
23,1988-11-12,50
23,1988-11-13,50
23,1988-11-14,50
23,1988-11-15,50
23,1988-11-16,50
23,1988-11-17,50
23,1988-11-18,50
23,1988-11-19,50
23,1988-11-20,50
23,1988-11-21,50
23,1988-11-22,50
23,1988-11-23,50
23,1988-11-24,50
23,1988-11-25,50
23,1988-11-26,50
23,1988-11-27,50
23,1988-11-28,50
23,1988-11-29,50
23,1988-11-30,50
23,1988-12-01,50
23,1988-12-02,50
23,1988-12-03,50
23,1988-12-04,50
23,1988-12-05,50
23,1988-12-06,50
23,1988-12-07,50
23,1988-12-08,50
23,1988-12-09,50
23,1988-12-10,50
23,1988-12-11,50
23,1988-12-12,50
24,1988-08-04,50
24,1988-08-05,50
24,1988-08-06,50
24,1988-08-07,50
24,1988-08-08,50
24,1988-08-09,50
24,1988-08-10,50
24,1988-08-11,50
24,1988-08-12,50
24,1988-08-13,50
24,1988-08-14,50
24,1988-08-15,50
24,1988-08-16,50
24,1988-08-17,50
24,1988-08-18,50
24,1988-08-19,50
24,1988-08-20,50
24,1988-08-21,50
24,1988-08-22,50
24,1988-08-23,50
24,1988-08-24,50
24,1988-08-25,50
24,1988-08-26,50
24,1988-08-27,50
24,1988-08-28,50
24,1988-08-29,50
24,1988-08-30,50
24,1988-08-31,50
24,1988-09-01,50
24,1988-09-02,50
24,1988-09-03,50
24,1988-09-04,50
24,1988-09-05,50
24,1988-09-06,50
24,1988-09-07,50
24,1988-09-08,50
24,1988-09-09,50
24,1988-09-10,50
24,1988-09-11,50
24,1988-09-12,50
24,1988-09-13,50
24,1988-09-14,50
24,1988-09-15,50
24,1988-09-16,50
24,1988-09-17,50
24,1988-09-18,50
24,1988-09-19,50
24,1988-09-20,50
24,1988-09-21,50
24,1988-09-22,50
24,1988-09-23,50
24,1988-09-24,50
24,1988-09-25,50
24,1988-09-26,50
24,1988-09-27,50
24,1988-09-28,50
24,1988-09-29,50
24,1988-09-30,50
24,1988-10-01,50
24,1988-10-02,50
24,1988-10-03,50
24,1988-10-04,50
24,1988-10-05,50
24,1988-10-06,50
24,1988-10-07,50
24,1988-10-08,50
24,1988-10-09,50
24,1988-10-10,50
24,1988-10-11,50
24,1988-10-12,50
24,1988-10-13,50
24,1988-10-14,50
24,1988-10-15,50
24,1988-10-16,50
24,1988-10-17,50
24,1988-10-18,50
24,1988-10-19,50
24,1988-10-20,50
24,1988-10-21,50
24,1988-10-22,50
24,1988-10-23,50
24,1988-10-24,50
24,1988-10-25,50
24,1988-10-26,50
24,1988-10-27,50
24,1988-10-28,50
24,1988-10-29,50
24,1988-10-30,50
24,1988-10-31,50
28,1987-10-27,50
28,1987-10-28,50
28,1987-10-29,50
28,1987-10-30,50
28,1987-10-31,50
28,1987-11-01,50
28,1987-11-02,50
28,1987-11-03,50
28,1987-11-04,50
28,1987-11-05,50
28,1987-11-06,50
28,1987-11-07,50
28,1987-11-08,50
28,1987-11-09,50
28,1987-11-10,50
28,1987-11-11,50
28,1987-11-12,50
28,1987-11-13,50
28,1987-11-14,50
28,1987-11-15,50
28,1987-11-16,50
28,1987-11-17,50
28,1987-11-18,50
28,1987-11-19,50
28,1987-11-20,50
28,1987-11-21,50
28,1987-11-22,50
28,1987-11-23,50
28,1987-11-24,50
28,1987-11-25,50
28,1987-11-26,50
28,1987-11-27,50
28,1987-11-28,50
28,1987-11-29,50
28,1987-11-30,50
28,1987-12-01,50
28,1987-12-02,50
28,1987-12-03,50
28,1987-12-04,50
28,1987-12-05,50
28,1987-12-06,50
28,1987-12-07,50
28,1987-12-08,50
28,1987-12-09,50
28,1987-12-10,50
28,1987-12-11,50
28,1987-12-12,50
28,1987-12-13,50
28,1987-12-14,50
28,1987-12-15,50
28,1987-12-16,50
28,1987-12-17,50
28,1987-12-18,50
28,1987-12-19,50
28,1987-12-20,50
28,1987-12-21,50
28,1987-12-22,50
28,1987-12-23,50
28,1987-12-24,50
28,1987-12-25,50
28,1987-12-26,50
28,1987-12-27,50
28,1987-12-28,50
28,1987-12-29,50
28,1987-12-30,50
28,1987-12-31,50
28,1988-01-01,50
28,1988-01-02,50
28,1988-01-03,50
28,1988-01-04,50
28,1988-01-05,50
28,1988-01-06,50
28,1988-01-07,50
28,1988-01-08,50
28,1988-01-09,50
28,1988-01-10,50
28,1988-01-11,50
28,1988-01-12,50
28,1988-01-13,50
28,1988-01-14,50
28,1988-01-15,50
28,1988-01-16,50
28,1988-01-17,50
28,1988-01-18,50
28,1988-01-19,50
28,1988-01-20,50
28,1988-01-21,50
28,1988-01-22,50
28,1988-01-23,50
31,1990-03-27,50
31,1990-03-28,50
31,1990-03-29,50
31,1990-03-30,50
31,1990-03-31,50
31,1990-04-01,50
31,1990-04-02,50
31,1990-04-03,50
31,1990-04-04,50
31,1990-04-05,50
31,1990-04-06,50
31,1990-04-07,50
31,1990-04-08,50
31,1990-04-09,50
31,1990-04-10,50
31,1990-04-11,50
31,1990-04-12,50
31,1990-04-13,50
31,1990-04-14,50
31,1990-04-15,50
31,1990-04-16,50
31,1990-04-17,50
31,1990-04-18,50
31,1990-04-19,50
31,1990-04-20,50
31,1990-04-21,50
31,1990-04-22,50
31,1990-04-23,50
31,1990-04-24,50
31,1990-04-25,50
31,1990-04-26,50
31,1990-04-27,50
31,1990-04-28,50
31,1990-04-29,50
31,1990-04-30,50
31,1990-05-01,50
31,1990-05-02,50
31,1990-05-03,50
31,1990-05-04,50
31,1990-05-05,50
31,1990-05-06,50
31,1990-05-07,50
31,1990-05-08,50
31,1990-05-09,50
31,1990-05-10,50
31,1990-05-11,50
31,1990-05-12,50
31,1990-05-13,50
31,1990-05-14,50
31,1990-05-15,50
31,1990-05-16,50
31,1990-05-17,50
31,1990-05-18,50
31,1990-05-19,50
31,1990-05-20,50
31,1990-05-21,50
31,1990-05-22,50
31,1990-05-23,50
31,1990-05-24,50
31,1990-05-25,50
31,1990-05-26,50
31,1990-05-27,50
31,1990-05-28,50
31,1990-05-29,50
31,1990-05-30,50
31,1990-05-31,50
31,1990-06-01,50
31,1990-06-02,50
31,1990-06-03,50
31,1990-06-04,50
31,1990-06-05,50
31,1990-06-06,50
31,1990-06-07,50
31,1990-06-08,50
31,1990-06-09,50
31,1990-06-10,50
31,1990-06-11,50
31,1990-06-12,50
31,1990-06-13,50
31,1990-06-14,50
31,1990-06-15,50
31,1990-06-16,50
31,1990-06-17,50
31,1990-06-18,50
31,1990-06-19,50
31,1990-06-20,50
31,1990-06-21,50
31,1990-06-22,50
31,1990-06-23,50
32,1990-03-04,50
32,1990-03-05,50
32,1990-03-06,50
32,1990-03-07,50
32,1990-03-08,50
32,1990-03-09,50
32,1990-03-10,50
32,1990-03-11,50
32,1990-03-12,50
32,1990-03-13,50
32,1990-03-14,50
32,1990-03-15,50
32,1990-03-16,50
32,1990-03-17,50
32,1990-03-18,50
32,1990-03-19,50
32,1990-03-20,50
32,1990-03-21,50
32,1990-03-22,50
32,1990-03-23,50
32,1990-03-24,50
32,1990-03-25,50
32,1990-03-26,50
32,1990-03-27,50
32,1990-03-28,50
32,1990-03-29,50
32,1990-03-30,50
32,1990-03-31,50
32,1990-04-01,50
32,1990-04-02,50
32,1990-04-03,50
32,1990-04-04,50
32,1990-04-05,50
32,1990-04-06,50
32,1990-04-07,50
32,1990-04-08,50
32,1990-04-09,50
32,1990-04-10,50
32,1990-04-11,50
32,1990-04-12,50
32,1990-04-13,50
32,1990-04-14,50
32,1990-04-15,50
32,1990-04-16,50
32,1990-04-17,50
32,1990-04-18,50
32,1990-04-19,50
32,1990-04-20,50
32,1990-04-21,50
32,1990-04-22,50
32,1990-04-23,50
32,1990-04-24,50
32,1990-04-25,50
32,1990-04-26,50
32,1990-04-27,50
32,1990-04-28,50
32,1990-04-29,50
32,1990-04-30,50
32,1990-05-01,50
32,1990-05-02,50
32,1990-05-03,50
32,1990-05-04,50
32,1990-05-05,50
32,1990-05-06,50
32,1990-05-07,50
32,1990-05-08,50
32,1990-05-09,50
32,1990-05-10,50
32,1990-05-11,50
32,1990-05-12,50
32,1990-05-13,50
32,1990-05-14,50
32,1990-05-15,50
32,1990-05-16,50
32,1990-05-17,50
32,1990-05-18,50
32,1990-05-19,50
32,1990-05-20,50
32,1990-05-21,50
32,1990-05-22,50
32,1990-05-23,50
32,1990-05-24,50
32,1990-05-25,50
32,1990-05-26,50
32,1990-05-27,50
32,1990-05-28,50
32,1990-05-29,50
32,1990-05-30,50
32,1990-05-31,50
33,1989-12-16,50
33,1989-12-17,50
33,1989-12-18,50
33,1989-12-19,50
33,1989-12-20,50
33,1989-12-21,50
33,1989-12-22,50
33,1989-12-23,50
33,1989-12-24,50
33,1989-12-25,50
33,1989-12-26,50
33,1989-12-27,50
33,1989-12-28,50
33,1989-12-29,50
33,1989-12-30,50
33,1989-12-31,50
33,1990-01-01,50
33,1990-01-02,50
33,1990-01-03,50
33,1990-01-04,50
33,1990-01-05,50
33,1990-01-06,50
33,1990-01-07,50
33,1990-01-08,50
33,1990-01-09,50
33,1990-01-10,50
33,1990-01-11,50
33,1990-01-12,50
33,1990-01-13,50
33,1990-01-14,50
33,1990-01-15,50
33,1990-01-16,50
33,1990-01-17,50
33,1990-01-18,50
33,1990-01-19,50
33,1990-01-20,50
33,1990-01-21,50
33,1990-01-22,50
33,1990-01-23,50
33,1990-01-24,50
33,1990-01-25,50
33,1990-01-26,50
33,1990-01-27,50
33,1990-01-28,50
33,1990-01-29,50
33,1990-01-30,50
33,1990-01-31,50
33,1990-02-01,50
33,1990-02-02,50
33,1990-02-03,50
33,1990-02-04,50
33,1990-02-05,50
33,1990-02-06,50
33,1990-02-07,50
33,1990-02-08,50
33,1990-02-09,50
33,1990-02-10,50
33,1990-02-11,50
33,1990-02-12,50
33,1990-02-13,50
33,1990-02-14,50
33,1990-02-15,50
33,1990-02-16,50
33,1990-02-17,50
33,1990-02-18,50
33,1990-02-19,50
33,1990-02-20,50
33,1990-02-21,50
33,1990-02-22,50
33,1990-02-23,50
33,1990-02-24,50
33,1990-02-25,50
33,1990-02-26,50
33,1990-02-27,50
33,1990-02-28,50
33,1990-03-01,50
33,1990-03-02,50
33,1990-03-03,50
33,1990-03-04,50
33,1990-03-05,50
33,1990-03-06,50
33,1990-03-07,50
33,1990-03-08,50
33,1990-03-09,50
33,1990-03-10,50
33,1990-03-11,50
33,1990-03-12,50
33,1990-03-13,50
33,1990-03-14,50
34,1989-07-09,50
34,1989-07-10,50
34,1989-07-11,50
34,1989-07-12,50
34,1989-07-13,50
34,1989-07-14,50
34,1989-07-15,50
34,1989-07-16,50
34,1989-07-17,50
34,1989-07-18,50
34,1989-07-19,50
34,1989-07-20,50
34,1989-07-21,50
34,1989-07-22,50
34,1989-07-23,50
34,1989-07-24,50
34,1989-07-25,50
34,1989-07-26,50
34,1989-07-27,50
34,1989-07-28,50
34,1989-07-29,50
34,1989-07-30,50
34,1989-07-31,50
34,1989-08-01,50
34,1989-08-02,50
34,1989-08-03,50
34,1989-08-04,50
34,1989-08-05,50
34,1989-08-06,50
34,1989-08-07,50
34,1989-08-08,50
34,1989-08-09,50
34,1989-08-10,50
34,1989-08-11,50
34,1989-08-12,50
34,1989-08-13,50
34,1989-08-14,50
34,1989-08-15,50
34,1989-08-16,50
34,1989-08-17,50
34,1989-08-18,50
34,1989-08-19,50
34,1989-08-20,50
34,1989-08-21,50
34,1989-08-22,50
34,1989-08-23,50
34,1989-08-24,50
34,1989-08-25,50
34,1989-08-26,50
34,1989-08-27,50
34,1989-08-28,50
34,1989-08-29,50
34,1989-08-30,50
34,1989-08-31,50
34,1989-09-01,50
34,1989-09-02,50
34,1989-09-03,50
34,1989-09-04,50
34,1989-09-05,50
34,1989-09-06,50
34,1989-09-07,50
34,1989-09-08,50
34,1989-09-09,50
34,1989-09-10,50
34,1989-09-11,50
34,1989-09-12,50
34,1989-09-13,50
34,1989-09-14,50
34,1989-09-15,50
34,1989-09-16,50
34,1989-09-17,50
34,1989-09-18,50
34,1989-09-19,50
34,1989-09-20,50
34,1989-09-21,50
34,1989-09-22,50
34,1989-09-23,50
34,1989-09-24,50
34,1989-09-25,50
34,1989-09-26,50
34,1989-09-27,50
34,1989-09-28,50
34,1989-09-29,50
34,1989-09-30,50
34,1989-10-01,50
34,1989-10-02,50
34,1989-10-03,50
34,1989-10-04,50
34,1989-10-05,50
35,1988-09-27,50
35,1988-09-28,50
35,1988-09-29,50
35,1988-09-30,50
35,1988-10-01,50
35,1988-10-02,50
35,1988-10-03,50
35,1988-10-04,50
35,1988-10-05,50
35,1988-10-06,50
35,1988-10-07,50
35,1988-10-08,50
35,1988-10-09,50
35,1988-10-10,50
35,1988-10-11,50
35,1988-10-12,50
35,1988-10-13,50
35,1988-10-14,50
35,1988-10-15,50
35,1988-10-16,50
35,1988-10-17,50
35,1988-10-18,50
35,1988-10-19,50
35,1988-10-20,50
35,1988-10-21,50
35,1988-10-22,50
35,1988-10-23,50
35,1988-10-24,50
35,1988-10-25,50
35,1988-10-26,50
35,1988-10-27,50
35,1988-10-28,50
35,1988-10-29,50
35,1988-10-30,50
35,1988-10-31,50
35,1988-11-01,50
35,1988-11-02,50
35,1988-11-03,50
35,1988-11-04,50
35,1988-11-05,50
35,1988-11-06,50
35,1988-11-07,50
35,1988-11-08,50
35,1988-11-09,50
35,1988-11-10,50
35,1988-11-11,50
35,1988-11-12,50
35,1988-11-13,50
35,1988-11-14,50
35,1988-11-15,50
35,1988-11-16,50
35,1988-11-17,50
35,1988-11-18,50
35,1988-11-19,50
35,1988-11-20,50
35,1988-11-21,50
35,1988-11-22,50
35,1988-11-23,50
35,1988-11-24,50
35,1988-11-25,50
35,1988-11-26,50
35,1988-11-27,50
35,1988-11-28,50
35,1988-11-29,50
35,1988-11-30,50
35,1988-12-01,50
35,1988-12-02,50
35,1988-12-03,50
35,1988-12-04,50
35,1988-12-05,50
35,1988-12-06,50
35,1988-12-07,50
35,1988-12-08,50
35,1988-12-09,50
35,1988-12-10,50
35,1988-12-11,50
35,1988-12-12,50
35,1988-12-13,50
35,1988-12-14,50
35,1988-12-15,50
35,1988-12-16,50
35,1988-12-17,50
35,1988-12-18,50
35,1988-12-19,50
35,1988-12-20,50
35,1988-12-21,50
35,1988-12-22,50
35,1988-12-23,50
35,1988-12-24,50
36,1988-09-10,50
36,1988-09-11,50
36,1988-09-12,50
36,1988-09-13,50
36,1988-09-14,50
36,1988-09-15,50
36,1988-09-16,50
36,1988-09-17,50
36,1988-09-18,50
36,1988-09-19,50
36,1988-09-20,50
36,1988-09-21,50
36,1988-09-22,50
36,1988-09-23,50
36,1988-09-24,50
36,1988-09-25,50
36,1988-09-26,50
36,1988-09-27,50
36,1988-09-28,50
36,1988-09-29,50
36,1988-09-30,50
36,1988-10-01,50
36,1988-10-02,50
36,1988-10-03,50
36,1988-10-04,50
36,1988-10-05,50
36,1988-10-06,50
36,1988-10-07,50
36,1988-10-08,50
36,1988-10-09,50
36,1988-10-10,50
36,1988-10-11,50
36,1988-10-12,50
36,1988-10-13,50
36,1988-10-14,50
36,1988-10-15,50
36,1988-10-16,50
36,1988-10-17,50
36,1988-10-18,50
36,1988-10-19,50
36,1988-10-20,50
36,1988-10-21,50
36,1988-10-22,50
36,1988-10-23,50
36,1988-10-24,50
36,1988-10-25,50
36,1988-10-26,50
36,1988-10-27,50
36,1988-10-28,50
36,1988-10-29,50
36,1988-10-30,50
36,1988-10-31,50
36,1988-11-01,50
36,1988-11-02,50
36,1988-11-03,50
36,1988-11-04,50
36,1988-11-05,50
36,1988-11-06,50
36,1988-11-07,50
36,1988-11-08,50
36,1988-11-09,50
36,1988-11-10,50
36,1988-11-11,50
36,1988-11-12,50
36,1988-11-13,50
36,1988-11-14,50
36,1988-11-15,50
36,1988-11-16,50
36,1988-11-17,50
36,1988-11-18,50
36,1988-11-19,50
36,1988-11-20,50
36,1988-11-21,50
36,1988-11-22,50
36,1988-11-23,50
36,1988-11-24,50
36,1988-11-25,50
36,1988-11-26,50
36,1988-11-27,50
36,1988-11-28,50
36,1988-11-29,50
36,1988-11-30,50
36,1988-12-01,50
36,1988-12-02,50
36,1988-12-03,50
36,1988-12-04,50
36,1988-12-05,50
36,1988-12-06,50
36,1988-12-07,50
37,1990-02-08,50
37,1990-02-09,50
37,1990-02-10,50
37,1990-02-11,50
37,1990-02-12,50
37,1990-02-13,50
37,1990-02-14,50
37,1990-02-15,50
37,1990-02-16,50
37,1990-02-17,50
37,1990-02-18,50
37,1990-02-19,50
37,1990-02-20,50
37,1990-02-21,50
37,1990-02-22,50
37,1990-02-23,50
37,1990-02-24,50
37,1990-02-25,50
37,1990-02-26,50
37,1990-02-27,50
37,1990-02-28,50
37,1990-03-01,50
37,1990-03-02,50
37,1990-03-03,50
37,1990-03-04,50
37,1990-03-05,50
37,1990-03-06,50
37,1990-03-07,50
37,1990-03-08,50
37,1990-03-09,50
37,1990-03-10,50
37,1990-03-11,50
37,1990-03-12,50
37,1990-03-13,50
37,1990-03-14,50
37,1990-03-15,50
37,1990-03-16,50
37,1990-03-17,50
37,1990-03-18,50
37,1990-03-19,50
37,1990-03-20,50
37,1990-03-21,50
37,1990-03-22,50
37,1990-03-23,50
37,1990-03-24,50
37,1990-03-25,50
37,1990-03-26,50
37,1990-03-27,50
37,1990-03-28,50
37,1990-03-29,50
37,1990-03-30,50
37,1990-03-31,50
37,1990-04-01,50
37,1990-04-02,50
37,1990-04-03,50
37,1990-04-04,50
37,1990-04-05,50
37,1990-04-06,50
37,1990-04-07,50
37,1990-04-08,50
37,1990-04-09,50
37,1990-04-10,50
37,1990-04-11,50
37,1990-04-12,50
37,1990-04-13,50
37,1990-04-14,50
37,1990-04-15,50
37,1990-04-16,50
37,1990-04-17,50
37,1990-04-18,50
37,1990-04-19,50
37,1990-04-20,50
37,1990-04-21,50
37,1990-04-22,50
37,1990-04-23,50
37,1990-04-24,50
37,1990-04-25,50
37,1990-04-26,50
37,1990-04-27,50
37,1990-04-28,50
37,1990-04-29,50
37,1990-04-30,50
37,1990-05-01,50
37,1990-05-02,50
37,1990-05-03,50
37,1990-05-04,50
37,1990-05-05,50
37,1990-05-06,50
37,1990-05-07,50
41,1989-07-09,50
41,1989-07-10,50
41,1989-07-11,50
41,1989-07-12,50
41,1989-07-13,50
41,1989-07-14,50
41,1989-07-15,50
41,1989-07-16,50
41,1989-07-17,50
41,1989-07-18,50
41,1989-07-19,50
41,1989-07-20,50
41,1989-07-21,50
41,1989-07-22,50
41,1989-07-23,50
41,1989-07-24,50
41,1989-07-25,50
41,1989-07-26,50
41,1989-07-27,50
41,1989-07-28,50
41,1989-07-29,50
41,1989-07-30,50
41,1989-07-31,50
41,1989-08-01,50
41,1989-08-02,50
41,1989-08-03,50
41,1989-08-04,50
41,1989-08-05,50
41,1989-08-06,50
41,1989-08-07,50
41,1989-08-08,50
41,1989-08-09,50
41,1989-08-10,50
41,1989-08-11,50
41,1989-08-12,50
41,1989-08-13,50
41,1989-08-14,50
41,1989-08-15,50
41,1989-08-16,50
41,1989-08-17,50
41,1989-08-18,50
41,1989-08-19,50
41,1989-08-20,50
41,1989-08-21,50
41,1989-08-22,50
41,1989-08-23,50
41,1989-08-24,50
41,1989-08-25,50
41,1989-08-26,50
41,1989-08-27,50
41,1989-08-28,50
41,1989-08-29,50
41,1989-08-30,50
41,1989-08-31,50
41,1989-09-01,50
41,1989-09-02,50
41,1989-09-03,50
41,1989-09-04,50
41,1989-09-05,50
41,1989-09-06,50
41,1989-09-07,50
41,1989-09-08,50
41,1989-09-09,50
41,1989-09-10,50
41,1989-09-11,50
41,1989-09-12,50
41,1989-09-13,50
41,1989-09-14,50
41,1989-09-15,50
41,1989-09-16,50
41,1989-09-17,50
41,1989-09-18,50
41,1989-09-19,50
41,1989-09-20,50
41,1989-09-21,50
41,1989-09-22,50
41,1989-09-23,50
41,1989-09-24,50
41,1989-09-25,50
41,1989-09-26,50
41,1989-09-27,50
41,1989-09-28,50
41,1989-09-29,50
41,1989-09-30,50
41,1989-10-01,50
41,1989-10-02,50
41,1989-10-03,50
41,1989-10-04,50
41,1989-10-05,50
42,1988-07-23,50
42,1988-07-24,50
42,1988-07-25,50
42,1988-07-26,50
42,1988-07-27,50
42,1988-07-28,50
42,1988-07-29,50
42,1988-07-30,50
42,1988-07-31,50
42,1988-08-01,50
42,1988-08-02,50
42,1988-08-03,50
42,1988-08-04,50
42,1988-08-05,50
42,1988-08-06,50
42,1988-08-07,50
42,1988-08-08,50
42,1988-08-09,50
42,1988-08-10,50
42,1988-08-11,50
42,1988-08-12,50
42,1988-08-13,50
42,1988-08-14,50
42,1988-08-15,50
42,1988-08-16,50
42,1988-08-17,50
42,1988-08-18,50
42,1988-08-19,50
42,1988-08-20,50
42,1988-08-21,50
42,1988-08-22,50
42,1988-08-23,50
42,1988-08-24,50
42,1988-08-25,50
42,1988-08-26,50
42,1988-08-27,50
42,1988-08-28,50
42,1988-08-29,50
42,1988-08-30,50
42,1988-08-31,50
42,1988-09-01,50
42,1988-09-02,50
42,1988-09-03,50
42,1988-09-04,50
42,1988-09-05,50
42,1988-09-06,50
42,1988-09-07,50
42,1988-09-08,50
42,1988-09-09,50
42,1988-09-10,50
42,1988-09-11,50
